歌曲,歌手,連結,作詞,作曲,編曲,製作,歌詞全文,cluster_name,emo_joy,emo_sad,emo_calm,emo_angry,emo_fear_anxiety,emo_disgust,cluster
鴨子,蘇慧倫,https://www.kkbox.com/tw/tc/song/WnGkCRMDwvj1y8zAjW,許常德,JU JU CLUB,JU JU CLUB,,"看著你搭taxi 孤單的離去
全世界只剩我在淋雨
想著你可能去誰或誰懷裡
胡鬧猜搞的我 無法呼吸 明明是

好天氣卻感覺下雨的情緒
我和你為何都我對不起你
轉個彎到街上一個人溜冰
要自己像隻驕傲的鴨子 不要愛的鴨子

啊哈 去吧 沒什麼了不起
什麼都依你 卻看清我自己
雖然我愛你 不許你再孩子氣
寂寞的鴨子 也可以不要你

有時愛會讓人變得笨笨地
習慣性只去你的心裡
沒有你我的心就像遙控器
在每個頻道裡瘋狂找你
瘋狂想你 瘋狂看你

啊哈 去吧 沒什麼了不起
什麼都依你 卻看清我自己
雖然我愛你 不許你再孩子氣
寂寞的鴨子 也可以不要你

啊哈 去吧 沒什麼了不起
什麼都依你 卻看清我自己
雖然我愛你 不許你再孩子氣
寂寞的鴨子 也可以不要你

啊哈 去吧 沒什麼了不起
什麼都依你 卻看清我自己
雖然我愛你 不許你再孩子氣
寂寞的鴨子 也可以不要你",正能量・勵志流行群,0.36722183,0.50626814,0.41867232,0.44845462,0.3980301,0.45157862,5
默念你,小宇 宋念宇,https://www.kkbox.com/tw/tc/song/DXfRrgbyg_DL8SwQ3p,吳易緯,宋念宇,宋念宇,,突如其來的意外 發現愛的存在 心甘情願地等待 輪迴猜了又猜 從 第一次期待 世界被打開 第一次忍耐 沒把話說開 第一次失敗 誰把誰推開 第一次渴望重來 想念著你 默念你的愛 名字多美麗 想念著你 默念你回來 要永遠 在一起 曾經握著我 溫柔的雙手 曾經靠著我 你陪我做夢 懂得聽話的最乖 卻還是被淘汰 唯一世界在崩壞 該留下或逃開 又 再一次期待 你為我而來 再一次忍耐 信仰著未來 再一次失敗 某一天醒來 明白誰無可替代 想念著你 默念你的愛 名字多美麗 想念著你 默念你回來 要永遠 在一起 我明白 擁有失去同在 你永不孤單 你有我的愛 我不管 想帶你去看海 在海的那端 我等待 想念著你 默念你的愛 名字多美麗 想念著你 默念你回來 要永遠 在一起 曾經握著我 溫柔的雙手 曾經靠著我 你陪我做夢,暖心抒情・流行情歌群,0.31985122,0.4822176,0.34016994,0.31788716,0.33929533,0.335293,1
懂,張藝興,,,,,,"也許我還不懂
為什麼你不再和我溝通
慢慢我開始懂
為什麼你總喜歡放空
我靠近牆壁上停擺的時鐘
像心跳代表著愛情的失重
是不安總是跳出來後的慫恿
為什麼情緒走向了失控
誤解是黑洞 稀釋了心動
你說你的那些煩惱我不懂
因為我你才丟失了笑容
這次換我來做你的聽眾
用最後你給的幾分鐘
我想讓我們心中的冰山
Oh 慢慢消融
一個冰釋前嫌後的相擁
那就要一個人先主動
我多想你這一秒能讀懂
Oh 愛你的痛
回憶你從前的笑容
回憶著最初我對你的心動
我抱著回憶走不出的迷宮
在原地只留下了我
I don't know 我到底要該怎麼辦
I don't know 我到底要該怎麼辦
你是我被夢境揭露的心事
清醒一次就心痛一次 可是
更心疼你欲言又止
還閃躲著我的樣子
把關於你的記憶都抽離
就讓它消失 消失地徹底
夢是種無解的東西
為什麼在哪裡都是你
這次換我來做你的聽眾
用最後你給的幾分鐘
我想讓我們心中的冰山
Oh 慢慢消融
一個冰釋前嫌後的相擁
那就要一個人先主動
我多想你這一秒能讀懂
Oh 愛你的痛
I don't know 我到底要該怎麼辦
I don't know 我到底要該怎麼辦
為什麼靠聽說來了解我
你想用隨便來表達著什麼
握緊你的手卻握了空
想熄滅我們毫無意義的戰火
Woo 別再說你無所謂
這次換我來做你的聽眾
用最後你給的幾分鐘
我想讓我們心中的冰山
Oh 慢慢消融
需要冰釋前嫌後的相擁
沒關係我可以先主動
愛情必不可少的是包容
Oh 希望你懂
回憶你從前的笑容
回憶著最初我對你的心動
我抱著回憶走不出的迷宮
在原地只留下了",正能量・勵志流行群,0.36358246,0.52835286,0.3933878,0.45321214,0.4812508,0.4146909,5
懂了,柏霖PoLin,,小寒,柏霖PoLin,,,"投入擁堵的人海 先繫好鞋帶
否則現實好狹窄 地球轉太快
像冰箱裡轉眼就過期的牛奶
你我轉眼也遺失了純白情懷
誰不願活成大海 不為魚存在
可一生才數十載 跪麻了膝蓋
是求饒或祈禱人生能輕易改
像年少離家時改車票的櫃檯
不懂 倔強的步伐
何時能到達 想象的家
只懂 每當路溼滑
連走都掙扎 也沒停下
這些年我咬著牙
忘了問自己好嗎
誰不願活成大海 不為魚存在
可一生才數十載 跪麻了膝蓋
是求饒或祈禱人生能輕易改
像年少離家時改車票的櫃檯
不懂 倔強的步伐
何時能到達 想象的家
只懂 每當路溼滑
連走都掙扎 也沒停下
這些年我咬著牙
忘了問自己好嗎
我懂 眼淚是攀爬
夢完美無瑕 的零售價
誰懂 城市再繁華
卻沒人回答 沒人說話
我理出一套想法
我用我方式偉大
才算真正長大
懵懂 莽撞的年華
連眼都不眨 想都害怕
才懂 美夢不奢華
是一杯熱茶 一把吉他
就算當不成燈塔
我用我方式偉大
就算是長大",正能量・勵志流行群,0.24728763,0.4579647,0.3023128,0.3209355,0.37113047,0.3338992,5
懂得雨天,郁可唯,https://www.kkbox.com/tw/tc/song/5-TrQQJOi4L5q54her,姚若龍,李雙飛,,,流星啊 用殞落 換來願望被神允諾 我停止哭喊追究 失去了什麼 忽然 領悟得到什麼 是一路困惑 逼我反省思索 最期待什麼感動 願意忍受 哪種 沉重 想懂得雨天 熬過冷冽 卻成為晴天 總有陽光在眼裡跳躍 想懂得落葉 漂流荒野 卻成為花園 讓凋謝 與盛開 有關聯 生生不息 遺憾都是紀念 保護殼 被打破 坦白讓人親密得多 抹掉淚幻想迎接 另外一個我 像我 卻沒我的懦弱 從惡夢掙脫 被你握住的手 和記憶同樣暖和 不是少了 而是 忘了 想懂得雨天 熬過冷冽 卻成為晴天 總有陽光在眼裡跳躍 想懂得落葉 漂流荒野 卻成為花園 讓凋謝 與盛開 有關聯 生生不息 遺憾都是紀念 想懂得雨天 熬過冷冽 卻成為晴天 彼此體貼最療養疲倦 懂得落葉 漂流荒野 卻成為花園 而意外 在試煉 誰堅決 變幻人間 暗中存在 永遠,能量爆發・搖滾帶感群,0.37302798,0.53121513,0.40903193,0.37308568,0.43143177,0.35870278,4
應該,楊乃文,,陳珊妮,陳珊妮,,,"應該是怕了寂寞
才擔心過了明天
你將突然沉默
微笑著決定該離開我 離開我
應該是想得太多
才懷疑每個今天我們都變軟弱
到時候不知該怎麼說 怎麼說
應該愛著你緊緊握你的手
應該抱著你從此不讓你走
應該是練習背叛
比想像中的簡單
你對我的依賴
竟變成最嚴厲的負擔 怎麼辦
應該是急於推翻
以往種種的不安
才藉口為了你
人生重新設定再重來 重來
應該愛著你緊緊握你的手
應該抱著你從此不讓你走
應該輕輕吻你不讓你說錯
應該靜靜守住給你的承諾
應該趁著還年輕好好感動
應該把握每次眼神的交錯
應該說 應該做
應該愛過就忍住不放你走
應該說 應該做
應該趁著還年輕好好感動
應該愛過就忍住不放你走",戀愛甜系・溫柔告白群,0.28048557,0.49043566,0.38443774,0.3857975,0.4474033,0.3757757,3
戲臺,陳粒,,孝天,陳粒,陳粒,陳粒,"押著韻 作著詞
最後淪落成**
喝著茶 看著報
旦夕吟身笑一笑
笑一笑 十年少
少小離家老大回
回家又去把郎陪
陪得兩盞楊花淚
別人誇 姑娘美
翩翩好比春江水
春江水 河豚肥
擇日與我天仙配
姑娘笑 說不配
千金散盡就能睡
睡過今晚落塵香
睡過明晚孽緣長
奈何橋 喝碗湯
孟婆睜眼說風涼
脂正濃 粉正香
江湖廟堂歌舞場
潮起落 痴兒女
多少興亡溫柔鄉
意猶未盡別稀奇
來生再修好皮囊
太陽掛 紙鳶飛
故事講到第幾回
一回生 二回就
風流唏噓難罷休
莫說對 莫說愁
滾滾紅塵放心頭
勸君更盡酒一杯
水向東流不會醉",節奏律動・嘻哈舞曲群,0.53065157,0.4770075,0.4863382,0.4632777,0.34738624,0.4054584,0
曖,孫盛希 / ØZI,,孫盛希,孫盛希/MCKY米奇林/ØZI,,,"I know 你也一直瞄著我
喜歡你香水 就算不小心擦太多
不要 又是假裝經過
我必須維持最美的 狀態並不輕鬆
那投入的 神情和動作
是彼此的 誘引和線索
看誰對誰 先受不了了
誰就先表白了
從某月某日愛上了 看起來壞壞的你
(壞壞的 還是乖乖的)
從沒有聊過一句話 卻又感覺很熟悉
(很熟悉 卻又感覺不熟悉)
Ahahahah
說不出口 不想打破
這柔柔的 甜甜的 感受
不想開口 不想戳破
這隱隱約約的 享受
Never really been good at this
這欲擒故縱把妳氣死
I guess you prolly thinking..
超級沒有安全感 why am I into him?
But look
這一切都是套路
需要技術
Gotta act cool
So into you
跟妳相處 才發現這感覺是 mutual
Oh Girl I'm such a fool
好啊 你就這樣一直不靠近
那我也就這樣一直默默的觀察你
這到底 是哪個國度哪種遊戲
我開始質疑 也開始無法冷靜
那投入的 神情和動作
是對我的 誘引和線索
看誰對誰 先受不了了
那我先表白了
從某月某日愛上了 看起來壞壞的你
(壞壞的 還是乖乖的)
從沒有聊過一句話 卻又感覺很熟悉
(很熟悉 卻又感覺不熟悉)
Ahahahah
說不出口 不想打破
這柔柔的 甜甜的 感受
不想開口 不想戳破
這隱隱約約的 享受
這真的不合乎邏輯 This feeling girl i just don’t get it
奇妙的感覺 就慢慢的淪陷
I just don’t wanna hold back 這引力就象是磁鐵
你先 還是我先 會不會是重疊",戀愛甜系・溫柔告白群,0.34582427,0.3597499,0.3558953,0.3771242,0.31662506,0.40313187,3
曖昧,楊丞琳,,顏璽軒/姜憶萱,小冷,屠穎,陳美威,"曖昧讓人受盡委屈
找不到相愛的證據
何時該前進 何時該放棄
連擁抱都沒有勇氣
只能陪你到這裡
畢竟有些事不可以
超過了友情 還不到愛情
遠方就要下雨的風景
到底該不該哭泣
想太多是我還是你
我很不服氣 也開始懷疑
眼前的人是不是同一個真實的你
曖昧讓人受盡委屈
找不到相愛的證據
何時該前進 何時該放棄
連擁抱都沒有勇氣
曖昧讓人變得貪心
直到等待失去意義
無奈我和你 寫不出結局
放遺憾的美麗 停在這裡
曖昧讓人受盡委屈
找不到相愛的證據
何時該前進 何時該放棄
連擁抱都沒有勇氣
曖昧讓人變得貪心
直到等待失去意義
無奈我和你 寫不出結局
放遺憾的美麗 停在這裡",戀愛甜系・溫柔告白群,0.3065536,0.55636215,0.4070164,0.42325824,0.41846538,0.4208132,3
盪漾,許美靜,,許常德,陳佳明,吳慶隆,陳佳明,"摒住了呼吸像沉入深海
凝視你竟然沒一句對白
怕一眨眼一切都不存在
連作夢都有現實來阻礙
讓一通電話任你去疑猜
要你去感覺我內心搖擺
不過幾天你就清醒過來
偏偏我痴心難改
心蕩漾
餘情未了的心蕩漾
記得你微笑時的臉
讓我有勇氣孤單
心蕩漾
淚滴落在湖心蕩漾
如果我什麼都保留
更讓你魂系夢牽
我不想阻擋 你在我心蕩漾
如果連遺憾 我都不會欣賞
不是對誰都如此糾纏
只可惜你無緣分享
我沒有阻擋你在我心蕩漾
時光會撫平我想你的波瀾
痛哭一場 不代表悲傷
是我想要給你原諒
摒住了呼吸像沉入深海
凝視你竟然沒一句對白
怕一眨眼一切都不存在
連作夢都有現實來阻礙
讓一通電話任你去疑猜
要你去感覺我內心搖擺
不過幾天你就清醒過來
偏偏我痴心難改
我不想阻擋 你在我心蕩漾
如果連遺憾 我都不會欣賞
不是對誰都如此糾纏
只可惜你無緣分享
我沒有阻擋你在我心蕩漾
時光會撫平我想你的波瀾
痛哭一場 不代表悲傷
是我想要給你原諒
我不想阻擋 你在我心蕩漾
如果連遺憾 我都不會欣賞
不是對誰都如此糾纏
只可惜你無緣分享
我沒有阻擋你在我心蕩漾
時光會撫平我想你的波瀾
痛哭一場 不代表悲傷
是我想要給你原諒",正能量・勵志流行群,0.4257293,0.5409465,0.46819058,0.4151483,0.4711038,0.37948668,5
瞭解(Knowing),餘佳運,,餘佳運,餘佳運,餘佳運,,"我喜歡看著你的雙眼直到你也紅著臉把我發現
我不想看著你的側臉直到你也紅著眼被我察覺
默唸著也許你也會一直記得那份溫存或那僅有的瞬間
就算我們之前的回憶總是少得可憐
我們都過著不緊不慢不慌不亂不相干的每一天
我們也聽著不清不楚不明不白不痛不癢的音樂
我相信兩條平行的線慢慢蔓延過後也總有相交的奇點
在那之前我會把自己 打扮得再帥一些
我試著在瞭解 關於你關於你的一切
你的笑 你眼中的眷戀 思念 我在一一體驗
我不能再瞭解 關於我對於你的真切
也許你最後會發覺
時過境遷 還有我會在你身邊
不會再讓你走遠
哪怕只是隔條斑馬線
讓我們 近一些 慢一些 甜一些
我只想要 靠近點 在面前 多看你一眼 babe
我想 隨時和你逃跑 離開喧囂 你 不需要再煩惱
想要 給你我的最好 記住我們美好的每分每秒
oh babe 為了你我可以讓自己飛天遁地
oh babe 除了你還有誰能讓我萬千思緒
我試著在瞭解 關於你關於你的一切
你的笑 你眼中的眷戀 思念 我在一一體驗
我不能再瞭解 關於我對於你的真切
也許你最後會發覺
時過境遷 還有我會在你身邊
我試著在瞭解 關於你的一切
你眼中的眷戀 我在一一體驗
我不能再瞭解 關於我對於你的真切
也許你最後會發覺
時過境遷 還有我會在你身邊",正能量・勵志流行群,0.37211683,0.40228,0.37972873,0.38307762,0.4022812,0.35910773,5
總有一首歌會提醒我愛你,彭佳慧,https://www.kkbox.com/tw/tc/song/5_1rAMsTMf04g_63QC,許哲珮,許哲珮,奧斯卡,許哲珮,總有一首歌 會提醒我愛你 而那一首歌 一直躲在時光裡 偶爾飛去旅行 忘了回憶 都住進了旋律 總有一首歌 會提醒我愛你 而那一首歌 就像乘坐時光機 穿過歲月痕跡 回到第一次 心動的場景 而那一首歌 會提醒我愛你 從你的眼睛 感受一片綠意 寬廣無際 你是我的翅膀 陪伴著我飛行 餵飽我的勇氣 昨天的未來 是今天的過去 我們都忘了 做原來的自己 改變成了定律 習慣了分離 不再相信奇蹟 而那一首歌 會提醒我愛你 就像天邊的 最亮的一顆星 不再懷疑 你是我的煙火 最絢爛最美麗 專屬我的旋律 總有一首歌 會提醒 我愛你,心碎系・失戀情緒群,0.2513213,0.34884733,0.28279215,0.27375177,0.24934359,0.21924256,2
總有美好在路上,周深,,曹二娜,趙家銳,曾吳秋傑,曾吳秋傑,"親愛的 此刻正是天亮
快推開窗 看外面多晴朗
雨去了 需要雨的地方
留給我們 最燦爛的陽光
我們在 用自己的力量
讓美好像 大樹挺拔生長
花在開 雲在飄 笑容在臉上
我們向前方 一路向陽
親愛的你 在路上慢慢逛 看一看太陽
讓風輕輕 吹拂你的臉龐
今天過去 要到明天看看 天氣會怎樣
陰或晴朗 故事都慢慢賞
好好的 享受每段時光
愛與希望 在生活裡迴響
夏蟬飛 冬雪落 都是好風光
治癒我們的寒來暑往
親愛的你 在路上慢慢逛 看一看太陽
讓風輕輕 吹拂你的臉龐
今天過去要到明天看看天氣會怎樣
陰或晴朗 故事都慢慢賞
親愛的你 送走晚風斜陽等一等月亮
美好的事在趕來的路上
世界是顆最繽紛的糖
甜了每個日常
細細品嚐 就會品出希望
抬頭髮現 光一直在身上",能量爆發・搖滾帶感群,0.5253618,0.38384908,0.48809028,0.35279426,0.3518188,0.2802937,4
